best_threshold: 0.86
false_positive_percentage: 0.0
false_negative_percentage: 1.0
number_of_tests_conducted: 80

minimized_false_positive_threshold: 0.05
false_positive_percentage: 0.0
false_negative_percentage: 0.9
number_of_tests_conducted: 80

equalized_false_positive_negative_threshold: 0.0
false_positive_percentage: 0.725
false_negative_percentage: 0.0
number_of_tests_conducted: 80

authentication_threshold	false_positive_percentage	false_negative_percentage	authentication_accuracy
6.26E-6	0.0	0.075	0.9625
6.27E-6	0.0	0.075	0.9625
6.28E-6	0.0	0.075	0.9625
6.29E-6	0.0	0.075	0.9625
6.3E-6	0.0	0.075	0.9625
6.31E-6	0.0	0.075	0.9625
6.3200000000000005E-6	0.0	0.075	0.9625
6.33E-6	0.0	0.075	0.9625
6.34E-6	0.0	0.075	0.9625
6.35E-6	0.0	0.075	0.9625
6.36E-6	0.0	0.075	0.9625
6.37E-6	0.0	0.075	0.9625
6.38E-6	0.0	0.075	0.9625
6.39E-6	0.0	0.075	0.9625
6.4E-6	0.0	0.075	0.9625
6.4100000000000005E-6	0.0	0.075	0.9625
6.42E-6	0.0	0.075	0.9625
6.43E-6	0.0	0.075	0.9625
6.44E-6	0.0	0.075	0.9625
6.45E-6	0.0	0.075	0.9625
6.46E-6	0.0	0.075	0.9625
6.47E-6	0.0	0.075	0.9625
6.48E-6	0.0	0.075	0.9625
6.4900000000000005E-6	0.0	0.075	0.9625
6.5000000000000004E-6	0.0	0.075	0.9625
6.51E-6	0.0	0.075	0.9625
6.52E-6	0.0	0.075	0.9625
6.53E-6	0.0	0.075	0.9625
6.54E-6	0.0	0.075	0.9625
6.55E-6	0.0	0.075	0.9625
6.56E-6	0.0	0.075	0.9625
6.57E-6	0.0	0.075	0.9625
6.5800000000000005E-6	0.0	0.075	0.9625
6.5900000000000004E-6	0.0	0.075	0.9625
6.6E-6	0.0	0.075	0.9625
6.61E-6	0.0	0.075	0.9625
6.62E-6	0.0	0.075	0.9625
6.63E-6	0.0	0.075	0.9625
6.64E-6	0.0	0.075	0.9625
6.65E-6	0.0	0.075	0.9625
6.66E-6	0.0	0.075	0.9625
6.6700000000000005E-6	0.0	0.075	0.9625
6.68E-6	0.0	0.075	0.9625
6.69E-6	0.0	0.075	0.9625
6.7E-6	0.0	0.075	0.9625
6.71E-6	0.0	0.075	0.9625
6.72E-6	0.0	0.075	0.9625
6.73E-6	0.0	0.075	0.9625
6.74E-6	0.0	0.075	0.9625
6.75E-6	0.0	0.075	0.9625
6.7600000000000005E-6	0.0	0.075	0.9625
6.77E-6	0.0	0.075	0.9625
6.78E-6	0.0	0.075	0.9625
6.79E-6	0.0	0.075	0.9625
6.8E-6	0.0	0.075	0.9625
6.81E-6	0.0	0.075	0.9625
6.82E-6	0.0	0.075	0.9625
6.83E-6	0.0	0.075	0.9625
6.84E-6	0.0	0.075	0.9625
6.8500000000000005E-6	0.0	0.075	0.9625
6.86E-6	0.0	0.075	0.9625
6.87E-6	0.0	0.075	0.9625
6.88E-6	0.0	0.075	0.9625
6.89E-6	0.0	0.075	0.9625
6.9E-6	0.0	0.075	0.9625
6.91E-6	0.0	0.075	0.9625
6.92E-6	0.0	0.075	0.9625
6.9300000000000006E-6	0.0	0.075	0.9625
6.9400000000000005E-6	0.0	0.075	0.9625
6.95E-6	0.0	0.075	0.9625
6.96E-6	0.0	0.075	0.9625
6.97E-6	0.0	0.075	0.9625
6.98E-6	0.0	0.075	0.9625
6.99E-6	0.0	0.075	0.9625
7.0E-6	0.0	0.075	0.9625
7.01E-6	0.0	0.075	0.9625
7.0200000000000006E-6	0.0	0.075	0.9625
7.0300000000000005E-6	0.0	0.075	0.9625
7.04E-6	0.0	0.075	0.9625
7.05E-6	0.0	0.075	0.9625
7.06E-6	0.0	0.075	0.9625
7.07E-6	0.0	0.075	0.9625
7.08E-6	0.0	0.075	0.9625
7.09E-6	0.0	0.075	0.9625
7.1E-6	0.0	0.075	0.9625
7.1100000000000005E-6	0.0	0.075	0.9625
7.1200000000000004E-6	0.0	0.075	0.9625
7.13E-6	0.0	0.075	0.9625
7.14E-6	0.0	0.075	0.9625
7.15E-6	0.0	0.075	0.9625
7.16E-6	0.0	0.075	0.9625
7.17E-6	0.0	0.075	0.9625
7.18E-6	0.0	0.075	0.9625
7.19E-6	0.0	0.075	0.9625
7.2000000000000005E-6	0.0	0.075	0.9625
7.2100000000000004E-6	0.0	0.075	0.9625
7.22E-6	0.0	0.075	0.9625
7.23E-6	0.0	0.075	0.9625
7.24E-6	0.0	0.075	0.9625
7.25E-6	0.0	0.075	0.9625
7.26E-6	0.0	0.075	0.9625
7.27E-6	0.0	0.075	0.9625
7.28E-6	0.0	0.075	0.9625
7.2900000000000005E-6	0.0	0.075	0.9625
7.3E-6	0.0	0.075	0.9625
7.31E-6	0.0	0.075	0.9625
7.32E-6	0.0	0.075	0.9625
7.33E-6	0.0	0.075	0.9625
7.34E-6	0.0	0.075	0.9625
7.35E-6	0.0	0.075	0.9625
7.36E-6	0.0	0.075	0.9625
7.37E-6	0.0	0.075	0.9625
7.3800000000000005E-6	0.0	0.075	0.9625
7.39E-6	0.0	0.075	0.9625
7.4E-6	0.0	0.075	0.9625
7.41E-6	0.0	0.075	0.9625
7.42E-6	0.0	0.075	0.9625
7.43E-6	0.0	0.075	0.9625
7.44E-6	0.0	0.075	0.9625
7.45E-6	0.0	0.075	0.9625
7.4600000000000006E-6	0.0	0.075	0.9625
7.4700000000000005E-6	0.0	0.075	0.9625
7.48E-6	0.0	0.075	0.9625
7.49E-6	0.0	0.075	0.9625
7.5E-6	0.0	0.075	0.9625
7.51E-6	0.0	0.075	0.9625
7.52E-6	0.0	0.075	0.9625
7.53E-6	0.0	0.075	0.9625
7.54E-6	0.0	0.075	0.9625
7.5500000000000006E-6	0.0	0.075	0.9625
7.5600000000000005E-6	0.0	0.075	0.9625
7.57E-6	0.0	0.075	0.9625
7.58E-6	0.0	0.075	0.9625
7.59E-6	0.0	0.075	0.9625
7.6E-6	0.0	0.075	0.9625
7.61E-6	0.0	0.075	0.9625
7.62E-6	0.0	0.075	0.9625
7.63E-6	0.0	0.075	0.9625
7.64E-6	0.0	0.075	0.9625
7.65E-6	0.0	0.075	0.9625
7.66E-6	0.0	0.075	0.9625
7.67E-6	0.0	0.075	0.9625
7.680000000000001E-6	0.0	0.075	0.9625
7.690000000000001E-6	0.0	0.075	0.9625
7.7E-6	0.0	0.075	0.9625
7.71E-6	0.0	0.075	0.9625
7.72E-6	0.0	0.075	0.9625
7.73E-6	0.0	0.075	0.9625
7.74E-6	0.0	0.075	0.9625
7.75E-6	0.0	0.075	0.9625
7.76E-6	0.0	0.075	0.9625
7.77E-6	0.0	0.075	0.9625
7.78E-6	0.0	0.075	0.9625
7.79E-6	0.0	0.075	0.9625
7.8E-6	0.0	0.075	0.9625
7.81E-6	0.0	0.075	0.9625
7.82E-6	0.0	0.075	0.9625
7.83E-6	0.0	0.075	0.9625
7.84E-6	0.0	0.075	0.9625
7.85E-6	0.0	0.075	0.9625
7.860000000000001E-6	0.0	0.075	0.9625
7.870000000000001E-6	0.0	0.075	0.9625
7.88E-6	0.0	0.075	0.9625
7.89E-6	0.0	0.075	0.9625
7.9E-6	0.0	0.075	0.9625
7.91E-6	0.0	0.075	0.9625
7.92E-6	0.0	0.075	0.9625
7.93E-6	0.0	0.075	0.9625
7.94E-6	0.0	0.075	0.9625
7.95E-6	0.0	0.075	0.9625
7.96E-6	0.0	0.075	0.9625
7.97E-6	0.0	0.075	0.9625
7.98E-6	0.0	0.075	0.9625
7.99E-6	0.0	0.075	0.9625
8.0E-6	0.0	0.075	0.9625
8.01E-6	0.0	0.075	0.9625
8.02E-6	0.0	0.075	0.9625
8.03E-6	0.0	0.075	0.9625
8.040000000000001E-6	0.0	0.075	0.9625
8.050000000000001E-6	0.0	0.075	0.9625
8.06E-6	0.0	0.075	0.9625
8.07E-6	0.0	0.075	0.9625
8.08E-6	0.0	0.075	0.9625
8.09E-6	0.0	0.075	0.9625
8.1E-6	0.0	0.075	0.9625
8.11E-6	0.0	0.075	0.9625
8.12E-6	0.0	0.075	0.9625
8.13E-6	0.0	0.075	0.9625
8.14E-6	0.0	0.075	0.9625
8.15E-6	0.0	0.075	0.9625
8.16E-6	0.0	0.075	0.9625
8.17E-6	0.0	0.075	0.9625
8.18E-6	0.0	0.075	0.9625
8.19E-6	0.0	0.075	0.9625
8.2E-6	0.0	0.075	0.9625
8.210000000000001E-6	0.0	0.075	0.9625
8.220000000000001E-6	0.0	0.075	0.9625
8.23E-6	0.0	0.075	0.9625
8.24E-6	0.0	0.075	0.9625
8.25E-6	0.0	0.075	0.9625
8.26E-6	0.0	0.075	0.9625
8.27E-6	0.0	0.075	0.9625
8.28E-6	0.0	0.075	0.9625
8.29E-6	0.0	0.075	0.9625
8.3E-6	0.0	0.075	0.9625
8.31E-6	0.0	0.075	0.9625
8.32E-6	0.0	0.075	0.9625
8.33E-6	0.0	0.075	0.9625
8.34E-6	0.0	0.075	0.9625
8.35E-6	0.0	0.075	0.9625
8.36E-6	0.0	0.075	0.9625
8.37E-6	0.0	0.075	0.9625
8.38E-6	0.0	0.075	0.9625
8.390000000000001E-6	0.0	0.075	0.9625
8.400000000000001E-6	0.0	0.075	0.9625
8.41E-6	0.0	0.075	0.9625
8.42E-6	0.0	0.075	0.9625
8.43E-6	0.0	0.075	0.9625
8.44E-6	0.0	0.075	0.9625
8.45E-6	0.0	0.075	0.9625
8.46E-6	0.0	0.075	0.9625
8.47E-6	0.0	0.075	0.9625
8.48E-6	0.0	0.075	0.9625
8.49E-6	0.0	0.075	0.9625
8.5E-6	0.0	0.075	0.9625
8.51E-6	0.0	0.075	0.9625
8.52E-6	0.0	0.075	0.9625
8.53E-6	0.0	0.075	0.9625
8.54E-6	0.0	0.075	0.9625
8.55E-6	0.0	0.075	0.9625
8.56E-6	0.0	0.075	0.9625
8.570000000000001E-6	0.0	0.075	0.9625
8.580000000000001E-6	0.0	0.075	0.9625
8.59E-6	0.0	0.075	0.9625
8.6E-6	0.0	0.075	0.9625
8.61E-6	0.0	0.075	0.9625
8.62E-6	0.0	0.075	0.9625
8.63E-6	0.0	0.075	0.9625
8.64E-6	0.0	0.075	0.9625
8.65E-6	0.0	0.075	0.9625
8.66E-6	0.0	0.075	0.9625
8.67E-6	0.0	0.075	0.9625
8.68E-6	0.0	0.075	0.9625
8.69E-6	0.0	0.075	0.9625
8.7E-6	0.0	0.075	0.9625
8.71E-6	0.0	0.075	0.9625
8.72E-6	0.0	0.075	0.9625
8.73E-6	0.0	0.075	0.9625
8.740000000000001E-6	0.0	0.075	0.9625
8.750000000000001E-6	0.0	0.075	0.9625
8.76E-6	0.0	0.075	0.9625
8.77E-6	0.0	0.075	0.9625
8.78E-6	0.0	0.075	0.9625
8.79E-6	0.0	0.075	0.9625
8.8E-6	0.0	0.075	0.9625
8.81E-6	0.0	0.075	0.9625
8.82E-6	0.0	0.075	0.9625
8.83E-6	0.0	0.075	0.9625
8.84E-6	0.0	0.075	0.9625
8.85E-6	0.0	0.075	0.9625
8.86E-6	0.0	0.075	0.9625
8.87E-6	0.0	0.075	0.9625
8.88E-6	0.0	0.075	0.9625
8.89E-6	0.0	0.075	0.9625
8.9E-6	0.0	0.075	0.9625
8.91E-6	0.0	0.075	0.9625
8.920000000000001E-6	0.0	0.075	0.9625
8.930000000000001E-6	0.0	0.075	0.9625
8.94E-6	0.0	0.075	0.9625
8.95E-6	0.0	0.075	0.9625
8.96E-6	0.0	0.075	0.9625
8.97E-6	0.0	0.075	0.9625
8.98E-6	0.0	0.075	0.9625
8.99E-6	0.0	0.075	0.9625
9.0E-6	0.0	0.075	0.9625
9.01E-6	0.0	0.075	0.9625
9.02E-6	0.0	0.075	0.9625
9.03E-6	0.0	0.075	0.9625
9.04E-6	0.0	0.075	0.9625
9.05E-6	0.0	0.075	0.9625
9.06E-6	0.0	0.075	0.9625
9.07E-6	0.0	0.075	0.9625
9.08E-6	0.0	0.075	0.9625
9.09E-6	0.0	0.075	0.9625
9.100000000000001E-6	0.0	0.075	0.9625
9.110000000000001E-6	0.0	0.075	0.9625
9.12E-6	0.0	0.075	0.9625
9.13E-6	0.0	0.075	0.9625
9.14E-6	0.0	0.075	0.9625
9.15E-6	0.0	0.075	0.9625
9.16E-6	0.0	0.075	0.9625
9.17E-6	0.0	0.075	0.9625
9.18E-6	0.0	0.075	0.9625
9.19E-6	0.0	0.075	0.9625
9.2E-6	0.0	0.075	0.9625
9.21E-6	0.0	0.075	0.9625
9.22E-6	0.0	0.075	0.9625
9.23E-6	0.0	0.075	0.9625
9.24E-6	0.0	0.075	0.9625
9.25E-6	0.0	0.075	0.9625
9.26E-6	0.0	0.075	0.9625
9.270000000000001E-6	0.0	0.075	0.9625
9.280000000000001E-6	0.0	0.075	0.9625
9.29E-6	0.0	0.075	0.9625
9.3E-6	0.0	0.075	0.9625
9.31E-6	0.0	0.075	0.9625
9.32E-6	0.0	0.075	0.9625
9.33E-6	0.0	0.075	0.9625
9.34E-6	0.0	0.075	0.9625
9.35E-6	0.0	0.075	0.9625
9.36E-6	0.0	0.075	0.9625
9.37E-6	0.0	0.075	0.9625
9.38E-6	0.0	0.075	0.9625
9.39E-6	0.0	0.075	0.9625
9.4E-6	0.0	0.075	0.9625
9.41E-6	0.0	0.075	0.9625
9.42E-6	0.0	0.075	0.9625
9.43E-6	0.0	0.075	0.9625
9.44E-6	0.0	0.075	0.9625
9.450000000000001E-6	0.0	0.075	0.9625
9.460000000000001E-6	0.0	0.075	0.9625
9.47E-6	0.0	0.075	0.9625
9.48E-6	0.0	0.075	0.9625
9.49E-6	0.0	0.075	0.9625
9.5E-6	0.0	0.075	0.9625
9.51E-6	0.0	0.075	0.9625
9.52E-6	0.0	0.075	0.9625
9.53E-6	0.0	0.075	0.9625
9.54E-6	0.0	0.075	0.9625
9.55E-6	0.0	0.075	0.9625
9.56E-6	0.0	0.075	0.9625
9.57E-6	0.0	0.075	0.9625
9.58E-6	0.0	0.075	0.9625
9.59E-6	0.0	0.075	0.9625
9.6E-6	0.0	0.075	0.9625
9.61E-6	0.0	0.075	0.9625
9.62E-6	0.0	0.075	0.9625
9.630000000000001E-6	0.0	0.075	0.9625
9.640000000000001E-6	0.0	0.075	0.9625
9.65E-6	0.0	0.075	0.9625
9.66E-6	0.0	0.075	0.9625
9.67E-6	0.0	0.075	0.9625
9.68E-6	0.0	0.075	0.9625
9.69E-6	0.0	0.075	0.9625
9.7E-6	0.0	0.075	0.9625
9.71E-6	0.0	0.075	0.9625
9.72E-6	0.0	0.075	0.9625
9.73E-6	0.0	0.075	0.9625
9.74E-6	0.0	0.075	0.9625
9.75E-6	0.0	0.075	0.9625
9.76E-6	0.0	0.075	0.9625
9.77E-6	0.0	0.075	0.9625
9.78E-6	0.0	0.075	0.9625
9.79E-6	0.0	0.075	0.9625
9.800000000000001E-6	0.0	0.075	0.9625
9.810000000000001E-6	0.0	0.075	0.9625
9.820000000000001E-6	0.0	0.075	0.9625
9.83E-6	0.0	0.075	0.9625
9.84E-6	0.0	0.075	0.9625
9.85E-6	0.0	0.075	0.9625
9.86E-6	0.0	0.075	0.9625
9.87E-6	0.0	0.075	0.9625
9.88E-6	0.0	0.075	0.9625
9.89E-6	0.0	0.075	0.9625
9.9E-6	0.0	0.075	0.9625
9.91E-6	0.0	0.075	0.9625
9.92E-6	0.0	0.075	0.9625
9.93E-6	0.0	0.075	0.9625
9.94E-6	0.0	0.075	0.9625
9.95E-6	0.0	0.075	0.9625
9.96E-6	0.0	0.075	0.9625
9.97E-6	0.0	0.075	0.9625
9.980000000000001E-6	0.0	0.075	0.9625
9.990000000000001E-6	0.0	0.075	0.9625
1.0E-5	0.0	0.075	0.9625
1.001E-5	0.0	0.075	0.9625
1.002E-5	0.0	0.075	0.9625
1.003E-5	0.0	0.075	0.9625
1.004E-5	0.0	0.075	0.9625
1.005E-5	0.0	0.075	0.9625
1.006E-5	0.0	0.075	0.9625
1.007E-5	0.0	0.075	0.9625
1.008E-5	0.0	0.075	0.9625
1.009E-5	0.0	0.075	0.9625
1.01E-5	0.0	0.075	0.9625
1.011E-5	0.0	0.075	0.9625
1.012E-5	0.0	0.075	0.9625
1.013E-5	0.0	0.075	0.9625
1.014E-5	0.0	0.075	0.9625
1.015E-5	0.0	0.075	0.9625
1.0160000000000001E-5	0.0	0.075	0.9625
1.0170000000000001E-5	0.0	0.075	0.9625
1.018E-5	0.0	0.075	0.9625
1.019E-5	0.0	0.075	0.9625
1.02E-5	0.0	0.075	0.9625
1.021E-5	0.0	0.075	0.9625
1.022E-5	0.0	0.075	0.9625
1.023E-5	0.0	0.075	0.9625
1.024E-5	0.0	0.075	0.9625
1.025E-5	0.0	0.075	0.9625
1.026E-5	0.0	0.075	0.9625
1.027E-5	0.0	0.075	0.9625
1.028E-5	0.0	0.075	0.9625
1.029E-5	0.0	0.075	0.9625
1.03E-5	0.0	0.075	0.9625
1.031E-5	0.0	0.075	0.9625
1.032E-5	0.0	0.075	0.9625
1.0330000000000001E-5	0.0	0.075	0.9625
1.0340000000000001E-5	0.0	0.075	0.9625
1.0350000000000001E-5	0.0	0.075	0.9625
1.036E-5	0.0	0.075	0.9625
1.037E-5	0.0	0.075	0.9625
1.038E-5	0.0	0.075	0.9625
1.039E-5	0.0	0.075	0.9625
1.04E-5	0.0	0.075	0.9625
1.041E-5	0.0	0.075	0.9625
1.042E-5	0.0	0.075	0.9625
1.043E-5	0.0	0.075	0.9625
1.044E-5	0.0	0.075	0.9625
1.045E-5	0.0	0.075	0.9625
1.046E-5	0.0	0.075	0.9625
1.047E-5	0.0	0.075	0.9625
1.048E-5	0.0	0.075	0.9625
1.049E-5	0.0	0.075	0.9625
1.05E-5	0.0	0.075	0.9625
1.0510000000000001E-5	0.0	0.075	0.9625
1.0520000000000001E-5	0.0	0.075	0.9625
1.053E-5	0.0	0.075	0.9625
1.054E-5	0.0	0.075	0.9625
1.055E-5	0.0	0.075	0.9625
1.056E-5	0.0	0.075	0.9625
1.057E-5	0.0	0.075	0.9625
1.058E-5	0.0	0.075	0.9625
1.059E-5	0.0	0.075	0.9625
1.06E-5	0.0	0.075	0.9625
1.061E-5	0.0	0.075	0.9625
1.062E-5	0.0	0.075	0.9625
1.063E-5	0.0	0.075	0.9625
1.064E-5	0.0	0.075	0.9625
1.065E-5	0.0	0.075	0.9625
1.066E-5	0.0	0.075	0.9625
1.067E-5	0.0	0.075	0.9625
1.068E-5	0.0	0.075	0.9625
1.0690000000000001E-5	0.0	0.075	0.9625
1.0700000000000001E-5	0.0	0.075	0.9625
1.071E-5	0.0	0.075	0.9625
1.072E-5	0.0	0.075	0.9625
1.073E-5	0.0	0.075	0.9625
1.074E-5	0.0	0.075	0.9625
1.075E-5	0.0	0.075	0.9625
1.076E-5	0.0	0.075	0.9625
1.077E-5	0.0	0.075	0.9625
1.078E-5	0.0	0.075	0.9625
1.079E-5	0.0	0.075	0.9625
1.08E-5	0.0	0.075	0.9625
1.081E-5	0.0	0.075	0.9625
1.082E-5	0.0	0.075	0.9625
1.083E-5	0.0	0.075	0.9625
1.084E-5	0.0	0.075	0.9625
1.085E-5	0.0	0.075	0.9625
1.0860000000000001E-5	0.0	0.075	0.9625
1.0870000000000001E-5	0.0	0.075	0.9625
1.0880000000000001E-5	0.0	0.075	0.9625
1.089E-5	0.0	0.075	0.9625
1.09E-5	0.0	0.075	0.9625
1.091E-5	0.0	0.075	0.9625
1.092E-5	0.0	0.075	0.9625
1.093E-5	0.0	0.075	0.9625
1.094E-5	0.0	0.075	0.9625
1.095E-5	0.0	0.075	0.9625
1.096E-5	0.0	0.075	0.9625
1.097E-5	0.0	0.075	0.9625
1.098E-5	0.0	0.075	0.9625
1.099E-5	0.0	0.075	0.9625
1.1E-5	0.0	0.075	0.9625
1.101E-5	0.0	0.075	0.9625
1.102E-5	0.0	0.075	0.9625
1.103E-5	0.0	0.075	0.9625
1.1040000000000001E-5	0.0	0.075	0.9625
1.1050000000000001E-5	0.0	0.075	0.9625
1.106E-5	0.0	0.075	0.9625
1.107E-5	0.0	0.075	0.9625
1.108E-5	0.0	0.075	0.9625
1.109E-5	0.0	0.075	0.9625
1.11E-5	0.0	0.075	0.9625
1.111E-5	0.0	0.075	0.9625
1.112E-5	0.0	0.075	0.9625
1.113E-5	0.0	0.075	0.9625
1.114E-5	0.0	0.075	0.9625
1.115E-5	0.0	0.075	0.9625
1.116E-5	0.0	0.075	0.9625
1.117E-5	0.0	0.075	0.9625
1.118E-5	0.0	0.075	0.9625
1.119E-5	0.0	0.075	0.9625
1.12E-5	0.0	0.075	0.9625
1.121E-5	0.0	0.075	0.9625
1.1220000000000001E-5	0.0	0.075	0.9625
1.1230000000000001E-5	0.0	0.075	0.9625
1.124E-5	0.0	0.075	0.9625
1.125E-5	0.0	0.075	0.9625
1.126E-5	0.0	0.075	0.9625
1.127E-5	0.0	0.075	0.9625
1.128E-5	0.0	0.075	0.9625
1.129E-5	0.0	0.075	0.9625
1.13E-5	0.0	0.075	0.9625
1.131E-5	0.0	0.075	0.9625
1.132E-5	0.0	0.075	0.9625
1.133E-5	0.0	0.075	0.9625
1.134E-5	0.0	0.075	0.9625
1.135E-5	0.0	0.075	0.9625
1.136E-5	0.0	0.075	0.9625
1.137E-5	0.0	0.075	0.9625
1.138E-5	0.0	0.075	0.9625
1.1390000000000001E-5	0.0	0.075	0.9625
1.1400000000000001E-5	0.0	0.075	0.9625
1.1410000000000001E-5	0.0	0.075	0.9625
1.142E-5	0.0	0.075	0.9625
1.143E-5	0.0	0.075	0.9625
1.144E-5	0.0	0.075	0.9625
1.145E-5	0.0	0.075	0.9625
1.146E-5	0.0	0.075	0.9625
1.147E-5	0.0	0.075	0.9625
1.148E-5	0.0	0.075	0.9625
1.149E-5	0.0	0.075	0.9625
1.15E-5	0.0	0.075	0.9625
1.151E-5	0.0	0.075	0.9625
1.152E-5	0.0	0.075	0.9625
1.153E-5	0.0	0.075	0.9625
1.154E-5	0.0	0.075	0.9625
1.155E-5	0.0	0.075	0.9625
1.156E-5	0.0	0.075	0.9625
1.1570000000000001E-5	0.0	0.075	0.9625
1.1580000000000001E-5	0.0	0.075	0.9625
1.159E-5	0.0	0.075	0.9625
1.16E-5	0.0	0.075	0.9625
1.161E-5	0.0	0.075	0.9625
1.162E-5	0.0	0.075	0.9625
1.163E-5	0.0	0.075	0.9625
1.164E-5	0.0	0.075	0.9625
1.165E-5	0.0	0.075	0.9625
1.166E-5	0.0	0.075	0.9625
1.167E-5	0.0	0.075	0.9625
1.168E-5	0.0	0.075	0.9625
1.169E-5	0.0	0.075	0.9625
1.17E-5	0.0	0.075	0.9625
1.171E-5	0.0	0.075	0.9625
1.172E-5	0.0	0.075	0.9625
1.173E-5	0.0	0.075	0.9625
1.174E-5	0.0	0.075	0.9625
1.1750000000000001E-5	0.0	0.075	0.9625
1.1760000000000001E-5	0.0	0.075	0.9625
1.177E-5	0.0	0.075	0.9625
1.178E-5	0.0	0.075	0.9625
1.179E-5	0.0	0.075	0.9625
1.18E-5	0.0	0.075	0.9625
1.181E-5	0.0	0.075	0.9625
1.182E-5	0.0	0.075	0.9625
1.183E-5	0.0	0.075	0.9625
1.184E-5	0.0	0.075	0.9625
1.185E-5	0.0	0.075	0.9625
1.186E-5	0.0	0.075	0.9625
1.187E-5	0.0	0.075	0.9625
1.188E-5	0.0	0.075	0.9625
1.189E-5	0.0	0.075	0.9625
1.19E-5	0.0	0.075	0.9625
1.191E-5	0.0	0.075	0.9625
1.1920000000000001E-5	0.0	0.075	0.9625
1.1930000000000001E-5	0.0	0.075	0.9625
1.1940000000000001E-5	0.0	0.075	0.9625
1.195E-5	0.0	0.075	0.9625
1.196E-5	0.0	0.075	0.9625
1.197E-5	0.0	0.075	0.9625
1.198E-5	0.0	0.075	0.9625
1.199E-5	0.0	0.075	0.9625
1.2E-5	0.0	0.075	0.9625
1.201E-5	0.0	0.075	0.9625
1.202E-5	0.0	0.075	0.9625
1.203E-5	0.0	0.075	0.9625
1.204E-5	0.0	0.075	0.9625
1.205E-5	0.0	0.075	0.9625
1.206E-5	0.0	0.075	0.9625
1.207E-5	0.0	0.075	0.9625
1.208E-5	0.0	0.075	0.9625
1.209E-5	0.0	0.075	0.9625
1.2100000000000001E-5	0.0	0.075	0.9625
1.2110000000000001E-5	0.0	0.075	0.9625
1.2120000000000001E-5	0.0	0.075	0.9625
1.213E-5	0.0	0.075	0.9625
1.214E-5	0.0	0.075	0.9625
1.215E-5	0.0	0.075	0.9625
1.216E-5	0.0	0.075	0.9625
1.217E-5	0.0	0.075	0.9625
1.218E-5	0.0	0.075	0.9625
1.219E-5	0.0	0.075	0.9625
1.22E-5	0.0	0.075	0.9625
1.221E-5	0.0	0.075	0.9625
1.222E-5	0.0	0.075	0.9625
1.223E-5	0.0	0.075	0.9625
1.224E-5	0.0	0.075	0.9625
1.225E-5	0.0	0.075	0.9625
1.226E-5	0.0	0.075	0.9625
1.227E-5	0.0	0.075	0.9625
1.2280000000000001E-5	0.0	0.075	0.9625
1.2290000000000001E-5	0.0	0.075	0.9625
1.23E-5	0.0	0.075	0.9625
1.231E-5	0.0	0.075	0.9625
1.232E-5	0.0	0.075	0.9625
1.233E-5	0.0	0.075	0.9625
1.234E-5	0.0	0.075	0.9625
1.235E-5	0.0	0.075	0.9625
1.236E-5	0.0	0.075	0.9625
1.237E-5	0.0	0.075	0.9625
1.238E-5	0.0	0.075	0.9625
1.239E-5	0.0	0.075	0.9625
1.24E-5	0.0	0.075	0.9625
1.241E-5	0.0	0.075	0.9625
1.242E-5	0.0	0.075	0.9625
1.243E-5	0.0	0.075	0.9625
1.244E-5	0.0	0.075	0.9625
1.2450000000000001E-5	0.0	0.075	0.9625
1.2460000000000001E-5	0.0	0.075	0.9625
1.2470000000000001E-5	0.0	0.075	0.9625
1.248E-5	0.0	0.075	0.9625
1.249E-5	0.0	0.075	0.9625
1.25E-5	0.0	0.075	0.9625
1.251E-5	0.0	0.075	0.9625
1.252E-5	0.0	0.075	0.9625
1.253E-5	0.0	0.075	0.9625
1.254E-5	0.0	0.075	0.9625
1.255E-5	0.0	0.075	0.9625
1.256E-5	0.0	0.075	0.9625
1.257E-5	0.0	0.075	0.9625
1.258E-5	0.0	0.075	0.9625
1.259E-5	0.0	0.075	0.9625
1.26E-5	0.0	0.075	0.9625
1.261E-5	0.0	0.075	0.9625
1.262E-5	0.0	0.075	0.9625
1.2630000000000001E-5	0.0	0.075	0.9625
1.2640000000000001E-5	0.0	0.075	0.9625
1.2650000000000001E-5	0.0	0.075	0.9625
1.266E-5	0.0	0.075	0.9625
1.267E-5	0.0	0.075	0.9625
1.268E-5	0.0	0.075	0.9625
1.269E-5	0.0	0.075	0.9625
1.27E-5	0.0	0.075	0.9625
1.271E-5	0.0	0.075	0.9625
1.272E-5	0.0	0.075	0.9625
1.273E-5	0.0	0.075	0.9625
1.274E-5	0.0	0.075	0.9625
1.275E-5	0.0	0.075	0.9625
1.276E-5	0.0	0.075	0.9625
1.277E-5	0.0	0.075	0.9625
1.278E-5	0.0	0.075	0.9625
1.279E-5	0.0	0.075	0.9625
1.28E-5	0.0	0.075	0.9625
1.2810000000000001E-5	0.0	0.075	0.9625
1.2820000000000001E-5	0.0	0.075	0.9625
1.283E-5	0.0	0.075	0.9625
1.284E-5	0.0	0.075	0.9625
1.285E-5	0.0	0.075	0.9625
1.286E-5	0.0	0.075	0.9625
1.287E-5	0.0	0.075	0.9625
1.288E-5	0.0	0.075	0.9625
1.289E-5	0.0	0.075	0.9625
1.29E-5	0.0	0.075	0.9625
1.291E-5	0.0	0.075	0.9625
1.292E-5	0.0	0.075	0.9625
1.293E-5	0.0	0.075	0.9625
